City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Husavik,IS,66.0449,-17.3389,32.0,64,20,4.61,few clouds
458,Turlock,US,37.4947,-120.8466,62.6,41,1,8.05,clear sky
459,Takab,IR,36.4009,47.1133,35.76,88,100,1.97,overcast clouds
460,Rocha,UY,-34.4833,-54.3333,58.53,87,0,5.55,clear sky
461,Taunton,GB,51.0211,-3.1047,37.0,93,3,1.99,clear sky
462,Livingston,GB,55.9029,-3.5226,39.2,93,90,18.41,light rain
463,Wukari,NG,7.85,9.7833,79.12,18,0,7.9,clear sky
464,Devarkonda,IN,16.7,78.9333,61.39,83,26,2.62,scattered clouds
465,Poya,NC,-21.35,165.15,83.3,70,50,4.38,scattered clouds
466,Aketi,CD,2.7388,23.7833,69.91,94,58,1.66,broken clouds
467,Nioro,GM,13.35,-15.75,68.9,47,100,10.78,overcast clouds
468,Charters Towers,AU,-20.1,146.2667,86.94,53,29,9.08,scattered clouds
469,Trincomalee,LK,8.5711,81.2335,77.65,83,84,11.72,broken clouds
470,Fatehpur,IN,25.9333,80.8,51.85,86,0,1.39,clear sky
471,Port Lincoln,AU,-34.7333,135.8667,65.64,73,100,15.82,overcast clouds
472,Tanout,NE,14.9709,8.8879,62.69,27,0,14.81,clear sky
473,Tomatlan,MX,19.9333,-105.25,72.28,87,17,3.89,few clouds
474,Itarema,BR,-2.9248,-39.9167,78.08,81,5,11.56,clear sky
475,Soyo,AO,-6.1349,12.3689,80.13,86,100,7.16,overcast clouds
476,Bousso,TD,10.4795,16.7117,72.21,20,0,8.21,clear sky
477,Saint-Augustin,CA,51.226,-58.6502,29.19,96,87,10.47,overcast clouds
478,Baglung,NP,28.2719,83.5898,41.56,61,0,7.07,clear sky
479,Verkhnyaya Inta,RU,65.9811,60.3094,-16.49,88,59,8.77,broken clouds
480,Najran,SA,17.4924,44.1277,62.6,27,0,12.3,clear sky
481,Contamana,PE,-7.3333,-75.0167,75.85,87,79,2.08,broken clouds
482,Karratha,AU,-20.7377,116.8463,82.58,67,23,11.1,few clouds
483,Conde,BR,-7.2597,-34.9075,78.8,83,20,4.61,few clouds
484,Myitkyina,MM,25.3833,97.4,55.65,56,0,2.91,clear sky
485,Makakilo City,US,21.3469,-158.0858,77.0,50,1,17.27,clear sky
486,Wuwei,CN,37.9281,102.6414,30.54,62,0,4.05,clear sky
487,Vilhena,BR,-12.7406,-60.1458,71.73,94,100,1.57,heavy intensity rain
488,Raymond,US,43.9015,-70.4703,30.99,96,63,2.93,broken clouds
489,Chapais,CA,49.7834,-74.8492,23.0,86,90,16.11,light snow
490,Obihiro,JP,42.9172,143.2044,19.4,79,75,1.14,broken clouds
491,Kembolcha,ET,11.0816,39.7434,58.21,36,65,1.45,broken clouds
492,Grindavik,IS,63.8424,-22.4338,35.6,75,40,17.27,scattered clouds
493,Sao Miguel,BR,-5.4667,-35.3667,78.8,83,20,4.61,few clouds
494,Adre,TD,13.4667,22.2,58.24,32,0,23.0,clear sky
495,Anori,BR,-3.7728,-61.6442,76.42,94,100,1.9,moderate rain
496,Roald,NO,62.5833,6.1333,26.6,63,20,6.91,few clouds
497,Kapuskasing,CA,49.4169,-82.4331,19.4,86,100,26.46,light snow
498,Aklavik,CA,68.2191,-135.0107,-32.8,68,20,4.61,few clouds
499,Emba,KZ,48.8264,58.1442,33.55,93,100,11.01,overcast clouds
500,Luwuk,ID,-0.9516,122.7875,81.54,72,100,5.21,overcast clouds
501,Silver City,US,32.7701,-108.2803,50.0,25,1,14.97,clear sky
502,Flin Flon,CA,54.7682,-101.865,-18.4,69,1,13.8,snow
503,Bereda,ES,43.2686,-7.5406,46.0,100,100,11.99,light rain
504,Belomorsk,RU,64.5232,34.7668,1.51,91,61,8.97,broken clouds
505,Kavieng,PG,-2.5744,150.7967,83.3,72,73,4.05,light rain
506,Belmonte,BR,-15.8631,-38.8828,80.6,74,40,8.05,scattered clouds
507,Bowling Green,US,36.9903,-86.4436,41.0,45,1,4.61,clear sky
508,Miyako,JP,39.6367,141.9525,44.44,73,40,8.08,scattered clouds
509,Fare,PF,-16.7,-151.0167,81.16,67,9,5.28,clear sky
510,Strezhevoy,RU,60.7333,77.5889,17.6,93,75,8.95,light snow
511,Treinta Y Tres,UY,-33.2333,-54.3833,57.9,87,0,5.95,clear sky
512,Naberera,TZ,-4.2,36.9333,61.68,97,36,1.81,scattered clouds
513,Phuket,TH,8.0,98.25,78.8,78,20,12.66,few clouds
514,Barcelona,ES,41.3888,2.159,59.0,76,20,4.61,few clouds
515,Abrau-Dyurso,RU,44.69,37.59,33.8,80,100,4.47,overcast clouds
516,Bordighera,IT,43.7806,7.6645,55.4,82,0,9.22,clear sky
517,Rudnogorsk,RU,57.2639,103.7519,-0.09,94,100,5.46,overcast clouds
518,Omboue,GA,-1.5746,9.2618,78.87,89,100,3.76,light rain
519,Cockburn Town,TC,21.4612,-71.1419,76.98,84,19,19.6,few clouds
520,Kolokani,ML,13.5728,-8.0339,75.76,18,37,3.56,scattered clouds
521,Nizwa,OM,22.9333,57.5333,52.05,71,0,0.85,clear sky
522,West Bay,KY,19.3667,-81.4167,79.0,78,20,10.36,few clouds
523,Ranau,MY,5.9538,116.6641,80.6,83,20,2.3,few clouds
524,Taoudenni,ML,22.6783,-3.9836,72.72,25,100,9.37,overcast clouds
525,Ancud,CL,-41.8697,-73.8203,75.2,46,0,10.36,clear sky
526,Sitka,US,57.0531,-135.33,37.4,87,90,8.05,overcast clouds
527,Ahuimanu,US,21.4447,-157.8378,75.2,73,90,12.66,light rain
528,Montorio Al Vomano,IT,42.5831,13.6383,51.01,93,95,4.45,overcast clouds
529,Harper,LR,4.375,-7.7169,79.14,89,0,8.39,clear sky
530,Ternate,ID,0.8,127.4,82.74,76,100,5.28,overcast clouds
531,Develi,TR,38.3906,35.4922,26.6,93,0,4.61,clear sky
532,Praia Da Vitoria,PT,38.7333,-27.0667,57.99,94,75,15.77,broken clouds
533,Tala,EG,30.6803,30.9429,53.06,96,100,5.5,overcast clouds
534,Grenville,GD,12.1167,-61.6167,78.8,73,20,13.8,few clouds
535,Mpongwe,ZM,-13.5091,28.155,63.59,96,100,4.12,overcast clouds
536,Anuchino,RU,43.9622,133.0544,18.19,94,97,3.69,light snow
537,Felanitx,ES,39.4696,3.1483,71.6,35,20,6.91,few clouds
538,Vengerovo,RU,55.6848,76.7471,26.58,99,100,8.88,light snow
539,Los Alamos,US,35.8881,-106.307,39.99,33,1,19.57,clear sky
540,Ayan,RU,56.45,138.1667,-8.7,83,100,13.13,overcast clouds
541,Itaituba,BR,-4.2761,-55.9836,81.63,63,100,2.51,overcast clouds
542,Nowe Miasto Lubawskie,PL,53.4208,19.5952,18.0,87,100,4.56,overcast clouds
543,Biak,ID,-0.9131,122.8766,80.01,72,100,2.57,overcast clouds
544,Jizan,SA,17.3333,42.6667,77.0,78,40,4.61,scattered clouds
545,Port Macquarie,AU,-31.4333,152.9167,84.0,57,100,13.96,overcast clouds
546,Angoche,MZ,-16.2325,39.9086,77.36,92,100,5.08,overcast clouds
547,Kruisfontein,ZA,-34.0033,24.7314,71.01,87,81,4.0,broken clouds
548,Porto Velho,BR,-8.7619,-63.9039,73.4,94,40,2.06,light rain
549,Saint-Georges,GD,12.0564,-61.7485,78.8,73,20,13.8,few clouds
550,Bingol,TR,38.8847,40.4939,27.16,89,0,6.17,clear sky
551,San Luis,AR,-33.295,-66.3356,72.66,33,0,8.39,clear sky
552,Taksimo,RU,56.3444,114.8794,-7.65,79,100,3.47,overcast clouds
553,Dubbo,AU,-32.25,148.6167,68.0,94,90,14.97,light rain
554,Santa Isabel,BR,-23.3156,-46.2214,69.8,88,90,6.91,overcast clouds
555,Oistins,BB,13.0667,-59.5333,78.8,57,20,18.41,few clouds
556,Tromso,NO,69.6496,18.957,28.4,74,75,16.11,light snow
557,Sisophon,KH,13.5859,102.9737,75.22,57,11,8.61,few clouds
558,Maneadero,MX,31.7167,-116.5667,60.01,85,0,1.99,clear sky
559,Sedona,US,34.8697,-111.761,53.6,30,1,4.61,clear sky
560,Macusani,PE,-14.0833,-70.4333,39.72,88,100,5.46,overcast clouds
561,West Lafayette,US,40.4259,-86.9081,21.99,75,0,5.01,clear sky
562,Dalby,AU,-27.1833,151.2667,87.01,38,99,1.01,overcast clouds
563,Chara,RU,56.9064,118.2631,-12.33,74,96,1.34,overcast clouds
564,Jalu,LY,29.0331,21.5482,52.16,65,0,2.77,clear sky
565,Uyuni,BO,-20.4597,-66.825,52.9,62,83,18.84,broken clouds
566,Dokka,NO,60.84,10.0618,11.05,86,99,4.21,overcast clouds
567,Gravdal,NO,68.1214,13.5031,33.67,88,100,20.67,overcast clouds
568,Arlit,NE,18.7369,7.3853,64.2,26,0,7.45,clear sky
569,Velykyy Burluk,UA,50.0379,37.3987,16.74,89,25,13.09,light snow
570,Russell,US,32.3502,-85.1999,51.8,37,75,5.75,broken clouds
571,Zabol,AF,32.25,67.25,33.28,80,0,3.44,clear sky
572,Tiznit,MA,29.5833,-9.5,51.94,67,99,4.88,overcast clouds
573,Boke,GN,10.9409,-14.2967,68.07,74,100,2.26,overcast clouds
574,Deniliquin,AU,-35.5333,144.9667,70.0,48,88,1.99,overcast clouds
575,Kinston,US,35.2627,-77.5816,50.0,100,1,3.44,clear sky
576,Boden,SE,65.8252,21.6886,19.4,86,90,11.5,overcast clouds
577,Lake City,US,30.1897,-82.6393,63.0,94,90,4.61,overcast clouds
578,Wilmington,US,34.2257,-77.9447,53.6,94,90,5.75,overcast clouds
579,Lagoa,PT,39.05,-27.9833,58.33,86,98,16.8,overcast clouds
580,Camacha,PT,33.0833,-16.3333,57.2,67,40,17.27,scattered clouds
581,Sehithwa,BW,-20.4667,22.7167,70.32,93,100,3.11,moderate rain
582,Cabra,ES,37.4725,-4.4421,52.0,76,59,4.0,broken clouds
583,Setermoen,NO,68.861,18.3486,24.8,86,99,10.36,light snow
584,Laem Sing,TH,12.4816,102.0738,81.0,54,1,5.28,clear sky
585,Katima Mulilo,NA,-17.5,24.2667,67.46,95,98,3.27,light rain
586,Shubarkuduk,KZ,49.1447,56.4872,33.82,93,100,10.65,overcast clouds
587,Savannah Bight,HN,16.45,-85.85,82.4,74,1,3.44,clear sky
588,Nargana,PA,9.4428,-78.5906,78.64,86,70,8.16,broken clouds
589,American Fork,US,40.3769,-111.7958,35.01,86,90,5.75,snow
590,Cognac,FR,45.5,-0.25,50.0,93,90,9.22,overcast clouds
591,Kovvur,IN,17.0167,81.7333,68.0,94,20,4.61,mist
592,Posse,BR,-14.0931,-46.3694,72.48,82,100,6.06,overcast clouds
593,Vostok,RU,46.4856,135.8833,6.31,93,100,3.42,overcast clouds
594,Anadyr,RU,64.75,177.4833,1.4,85,75,15.66,mist
595,Kathu,TH,7.9178,98.3332,78.8,78,20,12.66,few clouds
596,Urucara,BR,-2.5364,-57.76,81.0,73,72,1.57,broken clouds
597,Canoinhas,BR,-26.1772,-50.39,59.76,63,0,3.83,clear sky
598,Egvekinot,RU,66.3167,-179.1667,-9.02,93,100,16.98,snow
599,Kachiry,KZ,53.0675,76.1036,24.89,98,87,8.37,overcast clouds
600,Alyangula,AU,-13.8483,136.4192,78.8,94,90,17.27,moderate rain
601,Lamu,KE,-2.2717,40.902,78.8,78,20,3.44,few clouds
602,Areia Branca,BR,-4.9561,-37.1369,79.61,77,0,17.54,clear sky
603,Pascoag,US,41.9557,-71.7023,35.01,100,1,5.57,clear sky
604,Nizip,TR,37.0097,37.7942,37.4,81,0,6.06,clear sky
605,Carutapera,BR,-1.195,-46.02,77.5,81,11,7.09,few clouds
606,Lipno,PL,52.8444,19.1785,22.6,92,67,6.62,broken clouds
607,Fertod,HU,47.6195,16.8868,37.0,93,75,1.79,mist
608,Marzuq,YE,14.4,46.4667,54.37,34,0,4.52,clear sky
609,Carroll,US,39.5501,-77.0164,41.0,45,1,4.61,clear sky
610,Mandali,IQ,33.7499,45.5541,60.44,60,100,5.77,overcast clouds
611,Orsha,BY,54.5153,30.4053,0.18,93,76,8.46,broken clouds
612,Cacoal,BR,-11.4386,-61.4472,75.7,92,100,2.75,moderate rain
613,Luanda,AO,-8.8368,13.2343,78.8,83,20,8.05,few clouds
614,Kabanjahe,ID,3.1001,98.4908,75.2,94,20,2.21,haze
615,Samoded,RU,63.6083,40.5111,-6.48,88,100,11.34,overcast clouds
616,Rehoboth,NA,-23.3167,17.0833,72.54,49,2,1.05,clear sky
617,Norrkoping,SE,58.5942,16.1826,12.2,92,75,5.75,broken clouds
618,Pindiga,NG,9.9833,10.9333,68.13,25,0,11.99,clear sky
619,Suamico,US,44.6319,-88.0393,9.0,66,1,11.5,clear sky
620,Hofn,IS,64.2539,-15.2082,36.73,80,100,16.73,overcast clouds
621,Lasa,IT,46.6166,10.7002,41.0,93,20,4.61,few clouds
622,Terrace,CA,54.5163,-128.6035,33.8,93,90,6.91,overcast clouds
623,Srednekolymsk,RU,67.45,153.6833,-21.3,84,0,0.34,clear sky
624,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.17,92,100,1.34,overcast clouds
625,Boshnyakovo,RU,49.6333,142.1667,-1.82,85,37,3.2,scattered clouds
626,Fujinomiya,JP,35.2167,138.6167,50.0,37,20,16.11,few clouds
627,Daru,PG,-9.0763,143.2092,86.86,64,99,13.02,overcast clouds
628,Khilok,RU,51.3674,110.4676,-5.04,88,73,6.11,broken clouds
629,Umm Lajj,SA,25.0213,37.2685,66.67,62,0,4.85,clear sky
630,Fortuna Foothills,US,32.6578,-114.4119,73.4,13,1,11.5,clear sky
631,Lorengau,PG,-2.0226,147.2712,83.17,74,89,7.94,overcast clouds
632,Urumqi,CN,43.801,87.6005,10.4,85,89,2.24,mist
633,Amga,RU,60.8953,131.9608,-31.41,80,100,4.83,overcast clouds
634,Forestville,US,38.8451,-76.875,46.4,39,1,10.36,clear sky
635,Solton,RU,52.8429,86.4787,24.6,98,95,4.54,light snow
636,Chodavaram,IN,17.8333,82.95,60.8,88,0,2.3,mist
637,Sawakin,SD,19.1059,37.3321,70.68,53,0,7.47,clear sky
638,Kodinsk,RU,58.6881,99.1844,-0.45,91,100,3.91,overcast clouds
639,Beitbridge,ZW,-22.2167,30.0,75.31,81,100,16.73,overcast clouds
640,Khorramabad,IR,33.4878,48.3558,49.68,57,100,4.0,overcast clouds
641,Oyama,JP,36.3,139.8,52.0,65,20,2.3,few clouds
642,Detva,SK,48.5608,19.4195,33.01,70,100,2.33,light snow
643,Kaele,CM,10.1092,14.4508,71.65,21,0,13.91,clear sky
644,Korla,CN,41.7597,86.1469,24.94,83,86,2.01,overcast clouds
645,Dabola,GN,10.75,-11.1167,72.97,23,0,4.07,clear sky
646,Vung Tau,VN,10.346,107.0843,76.21,77,93,9.73,overcast clouds
647,Hvide Sande,DK,56.0045,8.1294,21.99,84,9,4.0,clear sky
648,Camabatela,AO,-8.1881,15.375,65.16,96,100,2.51,overcast clouds
649,Mayo,US,38.8876,-76.5119,46.4,42,1,6.91,clear sky
650,Kasongo-Lunda,CD,-6.4667,16.8167,72.05,88,100,0.74,overcast clouds
651,Suileng,CN,47.25,127.0833,-7.92,87,3,8.12,clear sky
652,Uray,RU,60.1247,64.7758,35.2,99,100,12.03,overcast clouds
653,Alihe,CN,50.5667,123.7167,-7.94,82,18,3.49,light snow
654,Aykhal,RU,66.0,111.5,-34.51,81,18,3.44,few clouds
655,Avallon,FR,47.4833,3.9,46.63,94,100,4.83,overcast clouds
656,Yenagoa,NG,4.9247,6.2642,79.3,86,0,4.41,clear sky
657,Brae,GB,60.3964,-1.353,33.8,64,90,23.02,light snow
658,Moranbah,AU,-22.0016,148.0466,86.47,50,66,3.27,broken clouds
659,Buritizeiro,BR,-17.3511,-44.9622,75.33,83,100,2.01,overcast clouds
660,Neuquen,AR,-38.9516,-68.0591,89.6,33,0,4.61,clear sky
661,Khasan,RU,42.4308,130.6434,28.78,92,100,3.83,overcast clouds
662,Nandi,IN,13.3855,77.6984,57.2,94,20,2.3,mist
663,Joao Pinheiro,BR,-17.7425,-46.1725,73.06,89,100,3.27,heavy intensity rain
664,Eureka,US,40.8021,-124.1637,54.0,89,35,8.01,scattered clouds
665,Asfi,MA,32.2994,-9.2372,57.27,73,100,6.42,overcast clouds
666,Olinda,BR,-8.0089,-34.8553,78.8,73,75,6.91,broken clouds
667,Williams Lake,CA,52.1415,-122.1445,32.0,74,90,5.75,snow
668,Yangambi,CD,0.8102,24.4336,70.48,96,84,1.3,broken clouds
669,Channel-Port Aux Basques,CA,47.5702,-59.1367,32.9,93,99,17.07,overcast clouds
670,Ixtapa,MX,20.7,-105.2,75.2,73,1,6.91,clear sky
671,Verkh-Usugli,RU,52.7,115.1667,-9.74,84,0,2.84,clear sky
672,Butterworth,MY,5.3991,100.3638,81.0,83,20,5.48,few clouds
673,Bowen,AU,-20.0167,148.2333,84.2,65,94,3.44,overcast clouds
674,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.53,98,100,1.68,overcast clouds
675,Litovko,RU,49.2361,135.1742,-9.31,86,100,3.8,overcast clouds
676,Kissimmee,US,28.3047,-81.4167,71.6,56,1,5.75,clear sky
677,Baykit,RU,61.67,96.37,-6.77,87,90,1.92,overcast clouds
678,Correntina,BR,-13.3433,-44.6367,73.56,79,100,3.89,overcast clouds
679,Mildura,AU,-34.2,142.15,73.99,56,90,13.8,overcast clouds
680,Kandrian,PG,-6.2167,149.55,84.31,75,100,9.13,moderate rain
681,Port Hedland,AU,-20.3167,118.5667,84.2,70,18,3.44,few clouds
682,Puerto Palomas,MX,31.7667,-107.6167,60.8,16,1,19.57,clear sky
683,Westport,US,41.1415,-73.3579,37.99,93,1,3.44,clear sky
684,New Iberia,US,30.0035,-91.8187,51.01,87,90,6.91,overcast clouds
685,Tommot,RU,58.9564,126.2925,-20.04,83,100,3.0,overcast clouds
686,Bogalusa,US,30.791,-89.8487,46.4,87,90,5.5,overcast clouds
687,Bairiki,KI,1.3292,172.9752,86.0,70,75,9.22,broken clouds
688,Melito Di Porto Salvo,IT,37.9222,15.7714,60.01,82,38,4.61,scattered clouds
